area,end_date,month,SPI
Bitterroot,1991-01-31,1,0.29033755140161555
Bitterroot,1991-02-28,2,0.18143804187220258
Bitterroot,1991-03-31,3,-0.131242337144029
Bitterroot,1991-04-30,4,0.16519231177516258
Bitterroot,1991-05-31,5,0.04690253443179038
Bitterroot,1991-06-30,6,0.2852077841871461
Bitterroot,1991-07-31,7,-0.00920282687138041
Bitterroot,1991-08-31,8,0.035099016157281504
Bitterroot,1991-09-30,9,-0.1453273559731454
Bitterroot,1991-10-31,10,-0.23138292411510974
Bitterroot,1991-11-30,11,0.206182475828381
Bitterroot,1991-12-31,12,-0.1214875551999326
Bitterroot,1992-01-31,1,-0.29882016853898086
Bitterroot,1992-02-29,2,-0.36834938506604953
Bitterroot,1992-03-31,3,-0.7712815646640598
Bitterroot,1992-04-30,4,-0.41803869236834656
Bitterroot,1992-05-31,5,-0.8312204615729362
Bitterroot,1992-06-30,6,-1.0103808037256925
Bitterroot,1992-07-31,7,-0.56459371756412
Bitterroot,1992-08-31,8,-0.6602574383242965
Bitterroot,1992-09-30,9,-0.7298189697677321
Bitterroot,1992-10-31,10,-0.7193431644850695
Bitterroot,1992-11-30,11,-0.7395658080710795
Bitterroot,1992-12-31,12,-0.7677101852360785
Bitterroot,1993-01-31,1,-0.8013948342287265
Bitterroot,1993-02-28,2,-1.2738564517944932
Bitterroot,1993-03-31,3,-1.4207159856244267
Bitterroot,1993-04-30,4,-1.0526201189382096
Bitterroot,1993-05-31,5,-0.9516744137992234
Bitterroot,1993-06-30,6,-0.47510419916507773
Bitterroot,1993-07-31,7,-0.1136379868575299
Bitterroot,1993-08-31,8,-0.023689641489818447
Bitterroot,1993-09-30,9,-0.17675944583307635
Bitterroot,1993-10-31,10,-0.33034020173928247
Bitterroot,1993-11-30,11,-0.5932391210621579
Bitterroot,1993-12-31,12,-0.8109410718940465
Bitterroot,1994-01-31,1,-0.7800795537230651
Bitterroot,1994-02-28,2,-0.5983891895896887
Bitterroot,1994-03-31,3,-1.2397039284109757
Bitterroot,1994-04-30,4,-1.2013942083178453
Bitterroot,1994-05-31,5,-0.8636966682551784
Bitterroot,1994-06-30,6,-0.7252002255315769
Bitterroot,1994-07-31,7,-0.4040175806083981
Bitterroot,1994-08-31,8,-0.6714205592508353
Bitterroot,1994-09-30,9,-0.5785330125393007
Bitterroot,1994-10-31,10,-0.4482145750626061
Bitterroot,1994-11-30,11,-0.551218317773946
Bitterroot,1994-12-31,12,-0.6594293036499268
Bitterroot,1995-01-31,1,-1.0747826175256225
Bitterroot,1995-02-28,2,-0.9869696522852016
Bitterroot,1995-03-31,3,-0.9445235841284743
Bitterroot,1995-04-30,4,-0.9771314196376281
Bitterroot,1995-05-31,5,-0.7651634938209996
Bitterroot,1995-06-30,6,-0.5307253660211118
Bitterroot,1995-07-31,7,-0.1997590286083113
Bitterroot,1995-08-31,8,-0.3376125648399624
Bitterroot,1995-09-30,9,-0.1131759132820569
Bitterroot,1995-10-31,10,-0.25920654233256935
Bitterroot,1995-11-30,11,0.14627964637480106
Bitterroot,1995-12-31,12,-0.06680115588717972
Bitterroot,1996-01-31,1,0.2770635325213562
Bitterroot,1996-02-29,2,0.7192781754478693
Bitterroot,1996-03-31,3,0.9468900622396577
Bitterroot,1996-04-30,4,1.4767286805104431
Bitterroot,1996-05-31,5,1.6557804205826598
Bitterroot,1996-06-30,6,1.5089052791628883
Bitterroot,1996-07-31,7,1.583404372408327
Bitterroot,1996-08-31,8,1.6113779480875055
Bitterroot,1996-09-30,9,1.6575032928280002
Bitterroot,1996-10-31,10,1.7167098406513657
Bitterroot,1996-11-30,11,1.7705778338302949
Bitterroot,1996-12-31,12,2.2691858386223673
Bitterroot,1997-01-31,1,2.459199159740677
Bitterroot,1997-02-28,2,2.435252542036513
Bitterroot,1997-03-31,3,2.6614972760200692
Bitterroot,1997-04-30,4,2.935403207074692
Bitterroot,1997-05-31,5,2.9875010180180657
Bitterroot,1997-06-30,6,3.13119916624524
Bitterroot,1997-07-31,7,3.243739399941812
Bitterroot,1997-08-31,8,3.2587061192430857
Bitterroot,1997-09-30,9,3.3618041758536865
Bitterroot,1997-10-31,10,3.494494246194365
Bitterroot,1997-11-30,11,3.1059361806021544
Bitterroot,1997-12-31,12,2.677621416977197
Bitterroot,1998-01-31,1,2.560675782203487
Bitterroot,1998-02-28,2,2.27009848898507
Bitterroot,1998-03-31,3,1.6827750227101768
Bitterroot,1998-04-30,4,1.7875595709215195
Bitterroot,1998-05-31,5,1.5852073972697855
Bitterroot,1998-06-30,6,1.5429251326023592
Bitterroot,1998-07-31,7,1.8762660745945516
Bitterroot,1998-08-31,8,1.5822218820621683
Bitterroot,1998-09-30,9,1.4712577418679191
Bitterroot,1998-10-31,10,1.4755888939318358
Bitterroot,1998-11-30,11,1.8016633680215122
Bitterroot,1998-12-31,12,1.8951709051767183
Bitterroot,1999-01-31,1,1.9059656024320455
Bitterroot,1999-02-28,2,2.064098897900153
Bitterroot,1999-03-31,3,2.0309560220050717
Bitterroot,1999-04-30,4,1.3274389383560532
Bitterroot,1999-05-31,5,1.0650140947973674
Bitterroot,1999-06-30,6,1.071295748787473
Bitterroot,1999-07-31,7,0.7919971688341844
Bitterroot,1999-08-31,8,0.8410948998043689
Bitterroot,1999-09-30,9,0.7996066368768866
Bitterroot,1999-10-31,10,0.6188631962995912
Bitterroot,1999-11-30,11,0.48444940459765107
Bitterroot,1999-12-31,12,0.5224876578574653
Bitterroot,2000-01-31,1,0.48606634826936523
Bitterroot,2000-02-29,2,0.31982754132156077
Bitterroot,2000-03-31,3,0.37329030310490086
Bitterroot,2000-04-30,4,0.45585526576042446
Bitterroot,2000-05-31,5,0.34120916367930687
Bitterroot,2000-06-30,6,0.39859126167428927
Bitterroot,2000-07-31,7,0.42794579715833736
Bitterroot,2000-08-31,8,0.29809709369652726
Bitterroot,2000-09-30,9,0.26245344209926413
Bitterroot,2000-10-31,10,0.12351875403488544
Bitterroot,2000-11-30,11,-0.3643298230068235
Bitterroot,2000-12-31,12,-0.45463580360291633
Bitterroot,2001-01-31,1,-0.9475632404044049
Bitterroot,2001-02-28,2,-0.9464677608885381
Bitterroot,2001-03-31,3,-1.3612122183302624
Bitterroot,2001-04-30,4,-1.7067955414293272
Bitterroot,2001-05-31,5,-1.9022360436788406
Bitterroot,2001-06-30,6,-2.0333555835718307
Bitterroot,2001-07-31,7,-1.809211909964565
Bitterroot,2001-08-31,8,-1.7411836878474531
Bitterroot,2001-09-30,9,-1.7945201712062224
Bitterroot,2001-10-31,10,-1.5540543983111585
Bitterroot,2001-11-30,11,-1.6815555806456002
Bitterroot,2001-12-31,12,-1.7009028434261166
Bitterroot,2002-01-31,1,-1.4637872472801692
Bitterroot,2002-02-28,2,-1.5405340358525188
Bitterroot,2002-03-31,3,-1.5844358268495307
Bitterroot,2002-04-30,4,-1.7849931419355114
Bitterroot,2002-05-31,5,-1.717825467904491
Bitterroot,2002-06-30,6,-1.6934868327667694
Bitterroot,2002-07-31,7,-1.525231713030497
Bitterroot,2002-08-31,8,-1.2689740996704582
Bitterroot,2002-09-30,9,-1.306634359158436
Bitterroot,2002-10-31,10,-1.43082960868764
Bitterroot,2002-11-30,11,-1.533202514444987
Bitterroot,2002-12-31,12,-1.5130589121976046
Bitterroot,2003-01-31,1,-1.4066149868691604
Bitterroot,2003-02-28,2,-1.4903317244220657
Bitterroot,2003-03-31,3,-0.6634177300430297
Bitterroot,2003-04-30,4,-0.490247018819963
Bitterroot,2003-05-31,5,-0.045065798399132495
Bitterroot,2003-06-30,6,-0.14384705373173357
