area,end_date,month,SPEI
Bitterroot,1991-01-31,1,0.34602450236290316
Bitterroot,1991-02-28,2,0.26554240493593984
Bitterroot,1991-03-31,3,0.21235204188412826
Bitterroot,1991-04-30,4,-0.10208956185006612
Bitterroot,1991-05-31,5,0.3776322904630758
Bitterroot,1991-06-30,6,0.4431484997677535
Bitterroot,1991-07-31,7,-0.009410604987236892
Bitterroot,1991-08-31,8,0.20238376393687707
Bitterroot,1991-09-30,9,-0.24626039994335058
Bitterroot,1991-10-31,10,-0.7728783717449909
Bitterroot,1991-11-30,11,0.23413605962063233
Bitterroot,1991-12-31,12,0.3747967710059652
Bitterroot,1992-01-31,1,0.2671704570059281
Bitterroot,1992-02-29,2,-0.07766875650507044
Bitterroot,1992-03-31,3,-0.8183513580442912
Bitterroot,1992-04-30,4,-0.8753912431492971
Bitterroot,1992-05-31,5,-1.6040342381605934
Bitterroot,1992-06-30,6,-1.427097578501172
Bitterroot,1992-07-31,7,-0.7710986263714119
Bitterroot,1992-08-31,8,-0.6104256745998669
Bitterroot,1992-09-30,9,-0.051565239204273805
Bitterroot,1992-10-31,10,-0.9549326387213384
Bitterroot,1992-11-30,11,-0.8018057588994997
Bitterroot,1992-12-31,12,-0.2332639446761715
Bitterroot,1993-01-31,1,-0.177200891438543
Bitterroot,1993-02-28,2,0.005439507986607195
Bitterroot,1993-03-31,3,-0.24808293559353634
Bitterroot,1993-04-30,4,0.5456775017609206
Bitterroot,1993-05-31,5,0.5162640625506154
Bitterroot,1993-06-30,6,0.5199213667244529
Bitterroot,1993-07-31,7,1.098278469559464
Bitterroot,1993-08-31,8,1.235876630986248
Bitterroot,1993-09-30,9,1.3056665925854616
Bitterroot,1993-10-31,10,1.302076600237304
Bitterroot,1993-11-30,11,0.8211401399539905
Bitterroot,1993-12-31,12,0.7725651514440178
Bitterroot,1994-01-31,1,0.942942191361052
Bitterroot,1994-02-28,2,1.0099192419720426
Bitterroot,1994-03-31,3,0.41878763417870046
Bitterroot,1994-04-30,4,0.4970071660395734
Bitterroot,1994-05-31,5,-0.13098657423344062
Bitterroot,1994-06-30,6,-1.062126232542687
Bitterroot,1994-07-31,7,-1.4337501589692676
Bitterroot,1994-08-31,8,-1.5044961551709912
Bitterroot,1994-09-30,9,-1.6879539182916599
Bitterroot,1994-10-31,10,-1.1325195318269956
Bitterroot,1994-11-30,11,-0.45214845595211006
Bitterroot,1994-12-31,12,-0.7155519784496064
Bitterroot,1995-01-31,1,-1.1803266730049278
Bitterroot,1995-02-28,2,-0.7279804037500383
Bitterroot,1995-03-31,3,-0.5485621854079907
Bitterroot,1995-04-30,4,-0.2790709424332676
Bitterroot,1995-05-31,5,-0.15640466298071543
Bitterroot,1995-06-30,6,0.07640210365951883
Bitterroot,1995-07-31,7,0.7439158568636496
Bitterroot,1995-08-31,8,1.0332008078456267
Bitterroot,1995-09-30,9,1.1317362861578713
Bitterroot,1995-10-31,10,1.2989730127881467
Bitterroot,1995-11-30,11,2.00108789905026
Bitterroot,1995-12-31,12,2.088838284777006
Bitterroot,1996-01-31,1,2.2442734595968536
Bitterroot,1996-02-29,2,2.3180396922468125
Bitterroot,1996-03-31,3,2.272175839258237
Bitterroot,1996-04-30,4,2.496731558070147
Bitterroot,1996-05-31,5,2.5535437922671456
Bitterroot,1996-06-30,6,2.1312489716497733
Bitterroot,1996-07-31,7,1.9524225940812452
Bitterroot,1996-08-31,8,1.8839207901790256
Bitterroot,1996-09-30,9,1.8677167152789638
Bitterroot,1996-10-31,10,1.372694312406315
Bitterroot,1996-11-30,11,1.4955252235545826
Bitterroot,1996-12-31,12,1.7449606226597671
Bitterroot,1997-01-31,1,1.5608992501641603
Bitterroot,1997-02-28,2,1.6875560239952345
Bitterroot,1997-03-31,3,1.7054784672669918
Bitterroot,1997-04-30,4,1.4862717693328276
Bitterroot,1997-05-31,5,1.5920158101160153
Bitterroot,1997-06-30,6,1.682706090921399
Bitterroot,1997-07-31,7,1.8427582115987795
Bitterroot,1997-08-31,8,1.8575900416283617
Bitterroot,1997-09-30,9,1.9714229890433859
Bitterroot,1997-10-31,10,2.1596069467729486
Bitterroot,1997-11-30,11,1.5722077249697306
Bitterroot,1997-12-31,12,1.2636362945074655
Bitterroot,1998-01-31,1,1.2600803352013612
Bitterroot,1998-02-28,2,0.8011336705378597
Bitterroot,1998-03-31,3,0.5486858779512584
Bitterroot,1998-04-30,4,0.6099603044779234
Bitterroot,1998-05-31,5,0.7559381564000955
Bitterroot,1998-06-30,6,0.8288905379950037
Bitterroot,1998-07-31,7,0.9323192327843183
Bitterroot,1998-08-31,8,0.6643341749302678
Bitterroot,1998-09-30,9,0.5288974373205393
Bitterroot,1998-10-31,10,0.5066254297636976
Bitterroot,1998-11-30,11,1.1302052622463377
Bitterroot,1998-12-31,12,1.3347225763585326
Bitterroot,1999-01-31,1,1.535547666610685
Bitterroot,1999-02-28,2,1.6921398194405999
Bitterroot,1999-03-31,3,1.6743693797507602
Bitterroot,1999-04-30,4,1.2841044795283376
Bitterroot,1999-05-31,5,0.795296835432993
Bitterroot,1999-06-30,6,0.5775052054434973
Bitterroot,1999-07-31,7,0.6162462915065945
Bitterroot,1999-08-31,8,0.677919472966549
Bitterroot,1999-09-30,9,0.7318191267363939
Bitterroot,1999-10-31,10,0.0732389350413798
Bitterroot,1999-11-30,11,-0.28719238280392645
Bitterroot,1999-12-31,12,-0.24777167422023338
Bitterroot,2000-01-31,1,-0.4789622467981052
Bitterroot,2000-02-29,2,-0.33595102796120413
Bitterroot,2000-03-31,3,-0.18411188128774914
Bitterroot,2000-04-30,4,-0.5019519591223913
Bitterroot,2000-05-31,5,-0.6427920880007959
Bitterroot,2000-06-30,6,-0.8239084967797455
Bitterroot,2000-07-31,7,-1.1252880339260471
Bitterroot,2000-08-31,8,-1.1983366941400502
Bitterroot,2000-09-30,9,-0.7190548605820059
Bitterroot,2000-10-31,10,-0.4819404903740805
Bitterroot,2000-11-30,11,-1.0285806264835702
Bitterroot,2000-12-31,12,-1.8213018361506985
Bitterroot,2001-01-31,1,-2.300243034806246
Bitterroot,2001-02-28,2,-2.3039540888433003
Bitterroot,2001-03-31,3,-2.0107532507235915
Bitterroot,2001-04-30,4,-1.7902617655819455
Bitterroot,2001-05-31,5,-1.9123864858358635
Bitterroot,2001-06-30,6,-1.3782398556926196
Bitterroot,2001-07-31,7,-0.7956488020226592
Bitterroot,2001-08-31,8,-1.288108189223262
Bitterroot,2001-09-30,9,-1.776628162631404
Bitterroot,2001-10-31,10,-1.2376766226130798
Bitterroot,2001-11-30,11,-1.2819884169398987
Bitterroot,2001-12-31,12,-0.7588104359344499
Bitterroot,2002-01-31,1,-0.3201458054988233
Bitterroot,2002-02-28,2,-0.4397219263104202
Bitterroot,2002-03-31,3,-0.3173517001530748
Bitterroot,2002-04-30,4,-0.009697644687598483
Bitterroot,2002-05-31,5,-0.13925071334730355
Bitterroot,2002-06-30,6,-0.20373955000788957
Bitterroot,2002-07-31,7,0.09959025527921495
Bitterroot,2002-08-31,8,0.4527776939838011
Bitterroot,2002-09-30,9,0.10499935688014217
Bitterroot,2002-10-31,10,0.13052225066283052
Bitterroot,2002-11-30,11,-0.13998994889310157
Bitterroot,2002-12-31,12,-0.6445417750084586
Bitterroot,2003-01-31,1,0.04030730504649882
Bitterroot,2003-02-28,2,0.15547642117427563
Bitterroot,2003-03-31,3,0.8428793913127534
Bitterroot,2003-04-30,4,0.6037422372644723
Bitterroot,2003-05-31,5,0.5213964609881183
Bitterroot,2003-06-30,6,0.12656316274718526
Bitterroot,2003-07-31,7,-0.25281074271605264
Bitterroot,2003-08-31,8,-0.2612174657955748
Bitterroot,2003-09-30,9,-0.05434159754587364
Bitterroot,2003-10-31,10,0.03635038241791211
Bitterroot,2003-11-30,11,0.504326620266704
Bitterroot,2003-12-31,12,0.3828342278695587
Bitterroot,2004-01-31,1,0.1740711285845402
Bitterroot,2004-02-29,2,-0.933439645339213
Bitterroot,2004-03-31,3,-1.215906965154819
Bitterroot,2004-04-30,4,-1.4907104247631437
Bitterroot,2004-05-31,5,-0.48999526097434587
Bitterroot,2004-06-30,6,-0.3094747172332126
Bitterroot,2004-07-31,7,-0.2418255864000438
Bitterroot,2004-08-31,8,0.3068089857514147
Bitterroot,2004-09-30,9,0.9362310164771396
Bitterroot,2004-10-31,10,0.710829445959511
Bitterroot,2004-11-30,11,0.38925474353407785
Bitterroot,2004-12-31,12,0.1714560028521166
Bitterroot,2005-01-31,1,0.03314000618215074
Bitterroot,2005-02-28,2,-0.19023672105136735
Bitterroot,2005-03-31,3,-0.06722955098043815
Bitterroot,2005-04-30,4,-0.6573793322292317
Bitterroot,2005-05-31,5,-0.3341141808707371
Bitterroot,2005-06-30,6,-0.018807869071527428
Bitterroot,2005-07-31,7,-0.7581524904698773
Bitterroot,2005-08-31,8,-1.402821182045905
Bitterroot,2005-09-30,9,-1.2108156610693648
Bitterroot,2005-10-31,10,-1.0985655572774826
Bitterroot,2005-11-30,11,-0.6016097619690066
Bitterroot,2005-12-31,12,-0.23675569487922754
Bitterroot,2006-01-31,1,0.6110906012538648
Bitterroot,2006-02-28,2,0.6650274705420923
Bitterroot,2006-03-31,3,0.5278526608267418
Bitterroot,2006-04-30,4,0.33082436127299997
Bitterroot,2006-05-31,5,-0.1885016606673362
Bitterroot,2006-06-30,6,-0.0399859863087193
Bitterroot,2006-07-31,7,-0.10790550763307127
Bitterroot,2006-08-31,8,-0.28086615617760846
Bitterroot,2006-09-30,9,-0.1844140674258512
Bitterroot,2006-10-31,10,-0.5187937846033177
Bitterroot,2006-11-30,11,0.019811802571211956
Bitterroot,2006-12-31,12,-0.4208374921432736
Bitterroot,2007-01-31,1,-0.5678479015709124
Bitterroot,2007-02-28,2,-0.34277512404287824
Bitterroot,2007-03-31,3,-0.7537870003043766
Bitterroot,2007-04-30,4,-0.6632312429964892
Bitterroot,2007-05-31,5,-0.6251645569867506
Bitterroot,2007-06-30,6,-0.5268638085091248
Bitterroot,2007-07-31,7,-0.6911356334704751
Bitterroot,2007-08-31,8,-0.8961949977089182
Bitterroot,2007-09-30,9,-0.7404204421795929
Bitterroot,2007-10-31,10,-1.1549242579761367
Bitterroot,2007-11-30,11,-1.1118903155958675
Bitterroot,2007-12-31,12,-0.5896820342013969
Bitterroot,2008-01-31,1,-0.6052995057031423
Bitterroot,2008-02-29,2,-0.030817992402564443
Bitterroot,2008-03-31,3,0.3612426817226644
Bitterroot,2008-04-30,4,0.3068545115309418
Bitterroot,2008-05-31,5,0.3913446829608953
Bitterroot,2008-06-30,6,0.6649634540657592
Bitterroot,2008-07-31,7,0.6112269092774056
Bitterroot,2008-08-31,8,0.5968912513751758
Bitterroot,2008-09-30,9,0.5097990384856403
Bitterroot,2008-10-31,10,0.4327761291621077
Bitterroot,2008-11-30,11,0.26361707940033186
Bitterroot,2008-12-31,12,0.5113836084071799
Bitterroot,2009-01-31,1,0.7721019736281014
Bitterroot,2009-02-28,2,0.19848316743577232
Bitterroot,2009-03-31,3,0.6335000297460782
Bitterroot,2009-04-30,4,0.5111973003806587
Bitterroot,2009-05-31,5,0.5648510500202235
Bitterroot,2009-06-30,6,0.7476773637471908
Bitterroot,2009-07-31,7,0.6087388385393535
Bitterroot,2009-08-31,8,0.8320077829456889
Bitterroot,2009-09-30,9,0.7120582866331014
Bitterroot,2009-10-31,10,0.6919305439144159
Bitterroot,2009-11-30,11,0.026898337206497702
Bitterroot,2009-12-31,12,-1.2250963666549874
Bitterroot,2010-01-31,1,-1.161625572076251
Bitterroot,2010-02-28,2,-2.221223084781261
Bitterroot,2010-03-31,3,-2.237849466260752
Bitterroot,2010-04-30,4,-2.210184196089088
Bitterroot,2010-05-31,5,-2.3606293348053913
Bitterroot,2010-06-30,6,-2.0012208276533148
Bitterroot,2010-07-31,7,-2.2954387297848537
Bitterroot,2010-08-31,8,-1.8396128273706194
Bitterroot,2010-09-30,9,-1.8867198343335123
Bitterroot,2010-10-31,10,-1.5944772890183152
Bitterroot,2010-11-30,11,-1.1999220641339732
Bitterroot,2010-12-31,12,-0.7258668652008775
Bitterroot,2011-01-31,1,0.327646589690221
Bitterroot,2011-02-28,2,0.6330654697036353
Bitterroot,2011-03-31,3,0.9923274594220964
Bitterroot,2011-04-30,4,1.215409395629931
Bitterroot,2011-05-31,5,1.2852582971567332
Bitterroot,2011-06-30,6,1.437380857950308
Bitterroot,2011-07-31,7,1.348363876743515
Bitterroot,2011-08-31,8,1.1989227206202222
Bitterroot,2011-09-30,9,0.9932066831230909
Bitterroot,2011-10-31,10,1.2553878384676513
Bitterroot,2011-11-30,11,1.11264508619649
